Author_id,Isbn
588,0439319552
589,0590870157
590,0590870157
591,0307001164
592,0307001164
593,0307001164
594,0307001164
595,0440441501
596,0590687301
597,0439061644
598,0439569842
588,0439569842
599,0307118703
600,0590418858
601,030720152X
602,0816728739
603,0816728739
604,0816728739
605,0865050880
606,0812519655
606,0812524853
607,0449211770
608,193072229X
606,0812521129
609,0345251733
610,1400077826
611,0312995431
611,0312312628
612,0446394521
613,0590021117
245,068484267X
614,068484267X
615,068484267X
616,0553578693
596,0380709260
617,0380709260
618,0807565288
611,0312986769
94,0345413377
94,0345413369
94,0679893105
619,0061096091
585,0345369068
585,0451184718
607,0449209121
620,0060938455
621,080411952X
622,0060575808
622,0060558865
623,0767912918
624,0553298860
625,0385335679
64,0440122090
626,0671525832
189,0553279572
627,0061009059
628,0060930187
629,0516076272
50,0679450432
630,0821775863
630,0821770209
631,0670855758
632,0553562819
130,0446364193
633,0446519138
634,0425179672
635,0061042943
636,0399144463
637,0399144463
155,0965404560
638,006015781X
639,006015781X
640,0060930705
641,0312206763
642,0316116025
643,0156013967
644,0385314019
645,0743444167
646,0618231617
647,1567920047
648,0811203220
649,1573229148
650,0787955671
651,0787955671
652,0787955671
653,0425174484
654,0385496907
655,0446523992
656,0446523992
657,0446523992
658,0140185216
659,0140185216
660,0684717255
661,0684717255
662,0486272745
663,0486272745
664,0062507249
665,0684801221
666,1576737357
667,0060083298
668,0446672211
669,0140293248
670,0807070718
671,0807070718
672,0743213831
673,0345305477
674,0061080519
675,0142000205
676,0316735027
677,193156146X
136,015600710X
678,0062517856
52,0679767789
679,0449911683
680,0425169626
679,0449207757
679,0449245691
681,0140029400
681,0140021566
682,2253004022
683,2253004022
684,2253005274
685,2253005274
686,225300670X
687,225300670X
688,225300670X
689,2266084372
690,2070362388
691,2266029460
691,2266029460
692,2253007102
693,2253007102
694,2253007102
189,2070417743
695,2070417743
696,2070417743
697,2266033689
698,2070384349
699,2070384349
682,207053880X
700,207053880X
701,2070334368
702,2290314951
703,229000510X
704,3492207006
705,3499177757
706,3499177757
707,3889774016
708,3502670005
709,0905762487
707,3499222604
710,3746670055
57,0140620427
711,3596144434
222,3442724686
46,3442724686
134,0385504209
237,0446525502
712,0385500769
713,0399147012
181,0670892963
340,0688180639
136,0316789089
714,0451197275
330,0425184129
715,0151001006
25,0385505833
716,0679442790
717,0679442790
718,0525943862
556,0609605925
719,0060191929
61,0743206045
373,0684864843
720,0684867818
721,0743406176
722,0380978539
351,0679603352
723,0679410430
237,0446523569
724,0671042556
50,0679450440
725,0140107649
726,0609606727
237,0446527793
237,0446531332
727,1570717257
728,0060192631
729,0385420161
730,0385420161
731,0385420161
732,0345339711
733,052594463X
305,039304016X
369,0399147128
734,0670031046
735,0394574745
130,0316969443
61,0743230051
736,0743230051
130,0316693200
737,0316693200
720,0684868911
738,0842336214
739,0399148582
740,0399148582
373,0684864320
718,0525944834
741,0345428900
742,0451176812
139,0671525794
368,0718144538
743,0446602086
744,0394551427
745,0394551427
746,0064407667
747,0064407667
748,0007100221
749,2253148539
750,2253148539
150,2253043974
751,2253043974
752,2020315491
753,0747549923
754,0743462335
755,0140253580
756,0947782141
757,057120354X
758,0349101779
754,0743222229
759,185479549X
760,0140292918
761,1854795554
762,1858813093
763,2871290911
764,2871290911
765,0198604025
766,1842151053
767,2253063339
768,1860198597
769,0767908473
770,0767908473
771,1842040154
772,0140622063
757,0571209521
749,2264009306
773,1841952931
774,0890877564
775,0890877564
776,1405200677
777,0416196772
778,0747538069
779,0375501347
545,0060927240
780,0316776963
781,156341029X
268,0060934719
782,1886383421
783,1888451084
784,0451450256
785,1555835953
786,0395877563
787,0962893862
788,1555834531
789,0393318435
790,0889740828
413,1563410443
791,1563899388
792,1563411148
793,0553579681
793,0553579673
60,0451181379
794,0786889160
795,0345370740
796,0553574175
796,0553574167
796,0553574159
797,0312287240
798,0679801146
799,0446300101
800,0821750410
60,0425142485
801,0451456548
802,0060006048
803,0312906552
804,0312906552
805,0440117291
806,0425049981
807,0374386676
376,0786886463
808,0345395379
171,0380788497
809,0307215342
807,0374343381
810,0345403339
811,0440226694
811,0440219604
812,0767903285
813,0345429176
410,038529929X
814,1573229571
177,0345418778
363,0517201658
143,0743211383
337,039914370X
815,1884777805
816,0312977905
817,0812521331
818,0812521331
60,0451205421
819,0894342789
820,0440218535
821,0449207595
822,0670844594
823,039457513X
824,0394559487
825,0804001944
826,0590897985
827,0689832877
828,0689832877
829,0689829698
830,0689829698
831,0439042917
568,0064409457
832,0064409457
568,0064405052
832,0064405052
833,043922165X
834,0152162445
834,0152162577
834,015216250X
835,1562477528
836,0439221676
837,0439221684
836,0439221684
836,0439221714
836,0439221706
836,0439221730
838,0440415993
839,0895872102
840,068983585X
841,068983585X
177,0345391802
842,0440219078
843,185424597X
844,185424597X
845,2080105434
846,349913358X
847,3257201761
116,3404121686
848,3404121686
849,3404121686
116,3404118960
850,3404118960
851,3404118960
852,3404118960
853,0345356578
853,0345346971
716,0753804700
143,0451155750
481,0786890436
482,0786890436
143,0786890436
854,0415928087
855,0415928087
856,0521427150
857,0812923278
858,0884111342
859,0345428544
177,0671694049
860,080901582X
248,0449006557
861,0373250339
862,0380820447
863,0385497679
864,0385497679
865,0385497679
866,0451454243
867,0941423042
868,0373871562
106,0553101439
869,0898151910
870,0835949362
871,0880701102
146,039914563X
872,0312853238
873,0688048730
874,0688048730
146,0425161722
875,0425161722
25,0385493800
876,0849916399
877,1928791107
878,1928791107
879,067175145X
25,0440211727
880,0877192820
881,0380002450
882,0793133955
882,0793133955
883,0394178017
146,0425134350
884,0385479689
885,0385479689
886,0380754851
887,0380538504
888,044661162X
626,0671742566
184,0515122408
889,0440222818
890,0451204050
891,038533334X
892,0449131548
893,0440120470
894,0451188209
895,0451188209
232,0440130913
436,0449001954
50,0345404777
896,0451185277
543,0440224829
897,0671779338
532,0515134368
188,0380759497
898,0380759497
574,3442098424
899,3442098424
900,0394578791
901,1558505377
902,0373245696
903,0743201078
904,068983571X
905,0553256785
906,0892967994
907,0061064505
908,0061064505
909,1551668785
910,0836230868
911,0381999866
912,0380817144
913,0380752115
914,0553212583
484,0446364762
571,0425166619
915,061312975X
916,0765341972
917,0590514776
918,0373037430
919,0064472779
920,0553581279
921,0373750013
922,0393030342
565,0553561618
271,0312422156
923,0425139069
924,0450029956
925,0450029956
926,0130139165
927,0373196741
881,0451524489
928,0451524489
929,0140065172
25,044022165X
930,0373123485
931,0373123108
932,0590225170
933,0590225170
571,0399143165
934,044132231X
935,0425124347
936,0786889705
937,0312282990
938,0425137945
938,042512892X
938,0425113892
939,0394820371
940,0394820371
941,0449134482
942,014036336X
536,0375821813
943,0812516826
944,0345348036
945,0679420118
946,0871137380
947,0741409690
947,0741407213
947,0759612277
947,0741402858
947,1585007366
947,074141127X
947,0741403471
947,0741403781
947,0741403056
947,0741405784
947,0741402912
242,0553568760
50,034538184X
948,0140620125
57,0140620109
949,0375420827
177,0671745530
950,0805062971
948,0553211412
951,0671510053
952,1573229385
953,0945397410
954,0385334036
221,0060914653
188,0345347536
955,055321313X
956,3473540420
957,0375507256
538,0060529709
958,0876850867
658,0140274154
959,0679743464
959,0375704027
960,0375704027
961,0874067391
962,0874067391
963,0590484753
964,0451527038
965,0451527038
966,1590520777
967,1590520777
963,0590484672
968,0975311255
969,0743237188
133,0553586122
616,0553584510
630,0345341201
970,1551662744
232,0440175623
232,0440216842
971,0345443284
972,0553285653
973,0394800133
974,0394800133
975,0060972777
976,0064401472
977,0064401472
71,0156001942
978,055326382X
351,0345418018
665,0684801469
979,0393961192
980,0393961192
981,0393961192
698,9997522052
312,0872203492
982,0872203492
983,0872203492
984,0872203492
212,0312420145
985,0911104542
986,0375401318
987,0140253602
988,0671789422
989,1566193966
990,014016930X
991,0140077022
992,0679732764
285,0553273604
285,0553273914
993,0060256672
993,0060256672
994,039592720X
995,1859671500
996,1859671500
997,1859671500
998,1859671500
999,0810935627
151,0060928336
465,0671003755
1000,0553268449
1001,0684844729
1002,0395051649
1003,0395051649
1004,0375705228
150,038001503X
1005,0835607860
1006,158574218X
1007,158574218X
1008,0806996021
1009,0440215625
780,0316777730
1010,0375501851
1011,0877733759
1012,0805019367
1013,0140070206
1014,0140236589
760,0140042393
1015,1590520653
1016,1590521994
1017,1590521994
1018,3446202218
1019,3446202218
578,3499134446
1020,067142517X
1021,0671726889
130,0446601241
143,0451124340
574,0345384466
130,0446604801
574,0345422392
1022,0679734775
1023,0440414717
1024,0689715625
1025,0689715625
920,0812539389
1026,0152013369
938,0425124819
80,0345409469
1027,0345409469
1028,1558747346
1029,0373250177
1030,0763615382
1031,0965975401
1032,0965975401
1033,0965975401
1034,0965975401
1035,0141001771
1036,068930935X
454,0451523369
1037,0786884622
1038,0449005569
1039,0671027344
1040,0786927089
1041,0786927089
1042,0684831058
285,006019491X
1043,006019491X
1044,0684819066
1045,0375420673
1046,0140368558
1047,0395353416
285,0066211611
1048,0066211611
1049,0312254164
1050,0312254164
1051,3453147243
1052,3746611229
1053,3492229336
1054,3453177800
1055,3423009152
1056,3596133319
1057,3822813397
1058,3426871874
1059,3453171977
462,3423620005
1060,3423620005
732,034537522X
732,0345375211
1061,0345375211
1062,034545829X
658,0140042520
268,0380789035
1063,0446677574
1064,0345358791
578,0060964049
1065,0380558483
1066,1558171398
1067,0425121046
1068,0441317502
1069,0804102279
1070,0812551389
853,0345298985
853,0345316991
853,034531042X
853,0345310306
853,0345310292
853,034531011X
1071,0679734058
713,0451130448
1072,0553266500
410,0440206154
40,0345370775
1073,0441366945
1074,0441366945
1075,0441366945
1076,0441366945
1077,0553574833
1078,0553574833
1079,0915950839
1080,0060242388
1081,0452265347
630,0743457943
369,0373484224
1082,0553205757
1083,0060171510
1084,0312421001
1085,0786000988
268,0380789019
1086,0451135989
363,0380018179
1087,0679004785
1088,0684825821
1089,0517395754
1090,067101420X
222,0679457313
1091,0394557433
1092,0553571656
498,0312169787
1093,0942257324
1094,0805008950
1095,0786866276
1096,0151000638
8,0151000638
1097,0140266771
988,015644450X
723,0679723420
1098,0441004016
1099,0671500546
270,0140620338
546,0460878263
1100,0460878263
200,3257061269
1101,3257061269
1102,3453210999
1103,3404126661
237,3453177622
1104,3453177622
1105,3453863593
1106,3499108518
1107,3518367064
1039,3453199766
1108,3746670144
1109,3746670144
1051,3453088433
1110,0425137015
1111,0425137015
1112,0425137015
1113,0425137015
1114,0553572490
106,0553576976
1115,0451450604
1116,0441001335
1117,0451454677
1118,0373257074
1119,0441435351
1120,0373092237
1121,0373057296
1122,0373058446
758,0349103232
221,0571197779
1123,0679745653
495,0571200389
1124,0785268480
1125,0785268480
1126,0785268480
1127,014044503X
1128,014044503X
1129,014044503X
1130,0851707777
1131,0006276199
1131,0551031123
1131,0551030682
1131,0551032510
1132,0551032510
245,000649840X
86,0140431268
225,0099771519
1133,0486265862
137,067102535X
958,0876855575
1134,0330376136
1135,0140272658
1136,3407780028
1136,3407780028
1136,3407780117
1136,3407780117
1137,3257250398
1138,3257250398
1137,3257250053
1138,3257250053
1139,3257250460
1140,3442435951
1141,3442435838
1142,3442435838
1143,3608919724
1144,3608919724
1145,3608919724
1146,3453132262
1147,3453132262
1148,379411664X
1149,379411664X
1136,340780573X
1136,3407805853
950,0385720920
950,0385498721
1150,0972948503
1151,0972948503
485,0380813815
79,2070372294
1152,2264030542
1153,0030615321
1154,0836217632
1155,0140099832
254,0385314744
1156,0316107417
1157,0894803700
368,0449221164
1158,0553801031
963,0590457225
1159,0316929190
1160,0553052845
281,0140390693
1161,0140390693
1162,0140390693
1163,0439404371
1164,0439404371
1165,0939766027
1166,0939766027
1167,0679741011
1168,0345307674
93,0425071421
433,0345297687
281,0766607119
1169,0766607119
1170,0766607119
1171,1573225789
1172,0380754843
1173,0380754843
433,0345368940
433,0345331605
1174,0425050807
1175,044100962X
342,0553296981
1176,0553296981
1177,0553296981
1178,1895383129
1179,0375724575
1180,067163884X
1181,0553140434
1182,0029087104
1183,0425050750
795,0345285549
1184,0345285549
795,0345290240
188,0345301870
143,0451169530
77,067168390X
279,0385335881
279,0385335482
351,0553258001
1185,0671679627
1186,0375704043
868,0373871279
1187,0373484070
467,0805063889
1188,068986020X
1189,0671568809
1190,1573228567
458,0553582658
1191,051513399X
369,0373218400
1192,0449217868
1193,0671573020
1193,0671573020
1194,0517006456
1195,0786867086
1196,0786867086
1197,1569471800
1198,0374216495
1199,0312274572
1200,0316825336
1201,0871137631
1202,0679419152
152,0060192895
1203,0826308791
1204,0140259198
1205,0345435249
268,0441003257
257,0441003257
585,0451202503
237,0446606812
1206,0671028375
1207,0451181468
346,0399149759
1208,0345384733
1209,0671759361
1210,0830724982
571,0399146008
1211,3442720001
1212,0515132632
1213,044990671X
1214,0688124402
1215,0929587081
1216,155970117X
1217,155970117X
1218,0688105408
1219,0871130297
1220,0440500095
1221,1570362084
55,0060930535
1222,0375702709
1223,044990928X
1224,0671038184
1225,0060916508
1226,0756401453
1227,0963270702
1228,0399242562
1229,0552996009
433,0708881297
1230,0708881297
760,0142000663
94,0590542443
94,0590112899
94,0590660543
351,0345361792
1231,0552999512
1232,041619513X
1233,0855030224
1233,0855030224
292,0861638522
1234,0861638522
1235,0575073314
1235,0575073004
1236,0394404289
1237,000636988X
1238,1578562333
1239,0345458915
1240,038531258X
172,006092988X
1241,0140317937
1242,0140317937
1243,0743225406
1244,0553256696
1245,0553256696
1246,0553256696
1247,0785263780
1248,0785263780
1249,0802433243
52,0375413081
249,1400034779
1250,038533303X
1086,0451163753
1251,0440414520
1252,0786885688
1253,0671880187
1254,1558506454
1255,0895773538
1256,0385247745
1257,0385247745
232,0385293542
1258,0802069347
1259,0671721038
441,0671311891
795,0345387007
1260,037570504X
1229,0767902521
1261,0892967048
1262,0553377868
1263,0553377868
1264,0472113658
1265,0609608444
1266,0670032425
1267,0915811332
18,1558744606
19,1558744606
20,1558744606
8,080410753X
403,0451526503
732,0345325818
1268,044023767X
1269,014131088X
1270,043909013X
1271,0140244824
1272,155643068X
1272,096478260X
1273,096478260X
1272,155643152X
1274,0553346768
1275,0884043142
1276,0743221990
1277,0312983212
1278,0553486411
1279,3478088534
1280,3821807059
1281,0865532168
1282,059040640X
961,1566197155
1283,0805210318
1284,0805210318
1285,031227999X
25,0385508417
25,0385510438
1286,0848705459
346,0380723638
1287,0718001044
1288,0307132668
1289,0812515722
1290,0373169876
1291,0890842795
1292,0385324057
189,9505470010
1293,0609602535
534,0425185710
1294,0061030651
713,0425178773
1295,0553575619
1296,0671578391
1297,0425095584
1298,0451409086
1277,031298250X
1294,006109594X
177,0671527215
1299,0486203077
1300,0671522817
1301,0618074716
1302,1400062888
1303,0618045996
1304,0312303033
1305,1931520038
1116,0671318314
1000,0553377876
1306,1558612815
734,014025448X
356,0060934417
61,0671793489
397,0174434642
1307,0174434642
1308,0679772677
109,0312983824
556,0449149676
556,0449006344
458,0553568183
1309,0451191153
1310,0451191153
954,0440224624
57,0451523067
1311,0451523067
1311,0451523067
542,0743418174
57,0451526295
282,0451526295
490,0440214424
57,0451187903
282,0451187903
412,0385491050
373,0671036505
1312,0553213504
1313,0446605891
193,0394758285
61,0671004565
1314,0345370805
1193,0375703055
136,0156006529
1315,0156006529
555,0446673544
150,0140256369
1316,0140256369
1317,0312243022
136,0316789844
1318,0679761837
412,0385490445
162,0380725398
1319,0345316770
610,0375700757
612,0070212570
1223,0385480016
719,0061098361
1319,0061093092
110,0821758950
274,0679729917
501,0451411013
1320,0446611239
1321,0446611239
1322,0553580078
713,0425189414
1323,0812909372
1324,0812909372
1325,0451410912
136,0316781266
403,0486280616
1326,0743405978
143,0671032658
1327,0446607835
1328,0446607835
1329,0451402103
1330,0373250223
1331,0380817683
1158,0671701053
1332,0671000381
1333,006101253X
1334,0671689231
919,0380814021
1335,0373711026
1336,0373710992
1337,0373711107
1338,0440217806
918,0373711123
1339,0373711115
1340,0373711131
152,0061098795
1341,0791423549
1342,0791423549
1343,0375725784
1344,0465016146
1344,0465016103
1345,0373226519
270,0380012774
767,225313922X
1346,0142004030
1347,0452281784
1348,0375704558
1349,038533656X
1350,0743230213
1351,0345436911
464,0452284481
1352,0802135196
644,0440217520
1353,0373834985
1354,0679450548
1355,0451135555
732,0345339703
732,0345339703
1356,038039586X
1346,0670030643
1357,0060929596
1358,3499232871
1359,0374516901
1360,0440131480
1361,0609600745
1362,0609600745
1363,0375707425
717,0375707425
146,3453151933
85,3453151933
1364,3453151933
1365,0231105592
1366,0590317822
1367,014056232X
1368,0590447319
1369,0440940001
1370,0440401119
1371,0440203155
872,0812565959
1372,034536628X
1373,0880387483
1373,0880387300
1374,0880387300
1375,0425163385
714,0743444051
1376,0061056103
1276,0671042262
563,0425157539
161,0553585681
161,0553585118
1377,0886777690
61,0743212002
736,0743212002
1378,3426650754
1379,1854877178
1380,0380803526
1381,0373152655
1382,0373152655
918,0373152655
1383,0451404033
1384,1583140352
1385,1854879073
1386,0821728326
369,037348397X
1387,0380773155
1388,0380773155
116,3404100263
1389,0679731148
1390,2070417700
1391,2070417700
665,2070360075
1392,0786889373
1390,2207245810
1390,2207250474
1393,2207250474
1390,2290331406
1394,2290331406
1390,2070426815
1390,2290305251
760,2070364283
1395,2266128566
1396,2070363104
200,2253152277
1397,2207252000
1398,2207252000
571,2253170453
1399,2723409821
1400,2723409821
1401,2070415686
1402,2070415686
1390,2258036992
1390,2207251756
690,2266000489
1403,2070360423
1404,0394822862
1405,0394822862
1406,0874493803
1407,1569870942
1408,1569870942
1409,1579730272
1410,1579730272
1411,0307177092
1412,2253004898
1413,0812094271
1414,0812094271
1415,0812094271
1416,0380600129
1417,0380600129
1183,0451522389
